id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_kejadian_balita_gizi_buruk,satuan,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190006,WANAHERANG,32.01.02,GUNUNG PUTRI,32.01.02.2001,WANAHERANG,0,KASUS,2019
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190010,BOJONG KULUR,32.01.02,GUNUNG PUTRI,32.01.02.2002,BOJONG KULUR,0,KASUS,2019
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190009,CIANGSANA,32.01.02,GUNUNG PUTRI,32.01.02.2003,CIANGSANA,0,KASUS,2019
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190002,GUNUNG PUTRI,32.01.02,GUNUNG PUTRI,32.01.02.2004,GUNUNG PUTRI,0,KASUS,2019
5,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190004,BOJONG NANGKA,32.01.02,GUNUNG PUTRI,32.01.02.2005,BOJONG NANGKA,0,KASUS,2019
6,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190003,TLAJUNG UDIK,32.01.02,GUNUNG PUTRI,32.01.02.2006,TLAJUNG UDIK,0,KASUS,2019
7,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190005,CICADAS,32.01.02,GUNUNG PUTRI,32.01.02.2007,CICADAS,0,KASUS,2019
8,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190007,CIKEAS UDIK,32.01.02,GUNUNG PUTRI,32.01.02.2008,CIKEAS UDIK,4,KASUS,2019
9,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190008,NAGRAK,32.01.02,GUNUNG PUTRI,32.01.02.2009,NAGRAK,0,KASUS,2019
10,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201190,GUNUNG PUTRI,3201190001,KARANGGAN,32.01.02,GUNUNG PUTRI,32.01.02.2010,KARANGGAN,0,KASUS,2019
11,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200014,PUSPASARI,32.01.03,CITEUREUP,32.01.03.2001,PUSPASARI,0,KASUS,2019
12,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200012,CITEUREUP,32.01.03,CITEUREUP,32.01.03.2002,CITEUREUP,0,KASUS,2019
13,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200006,LEUWINUTUG,32.01.03,CITEUREUP,32.01.03.2003,LEUWINUTUG,1,KASUS,2019
14,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200003,TAJUR,32.01.03,CITEUREUP,32.01.03.2004,TAJUR,0,KASUS,2019
15,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200007,SANJA,32.01.03,CITEUREUP,32.01.03.2005,SANJA,0,KASUS,2019
16,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200009,KARANG ASEM TIMUR,32.01.03,CITEUREUP,32.01.03.2008,KARANG ASEM TIMUR,0,KASUS,2019
17,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200010,TARIKOLOT,32.01.03,CITEUREUP,32.01.03.2009,TARIKOLOT,0,KASUS,2019
18,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200011,GUNUNGSARI,32.01.03,CITEUREUP,32.01.03.2010,GUNUNGSARI,0,KASUS,2019
19,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200001,TANGKIL,32.01.03,CITEUREUP,32.01.03.2011,TANGKIL,0,KASUS,2019
20,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200005,SUKAHATI,32.01.03,CITEUREUP,32.01.03.2012,SUKAHATI,0,KASUS,2019
21,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200002,HAMBALANG,32.01.03,CITEUREUP,32.01.03.2013,HAMBALANG,2,KASUS,2019
22,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,3201200004,PASIRMUKTI,32.01.03,CITEUREUP,32.01.03.2014,PASIRMUKTI,0,KASUS,2019
23,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130002,GUNUNGGEULIS,32.01.04,SUKARAJA,32.01.04.2001,GUNUNGGEULIS,0,KASUS,2019
24,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130012,CILEBUT TIMUR,32.01.04,SUKARAJA,32.01.04.2002,CILEBUT TIMUR,0,KASUS,2019
25,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130013,CILEBUT BARAT,32.01.04,SUKARAJA,32.01.04.2003,CILEBUT BARAT,0,KASUS,2019
26,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130001,CIBANON,32.01.04,SUKARAJA,32.01.04.2004,CIBANON,0,KASUS,2019
27,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130003,NAGRAK,32.01.04,SUKARAJA,32.01.04.2005,NAGRAK,0,KASUS,2019
28,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130004,SUKATANI,32.01.04,SUKARAJA,32.01.04.2006,SUKATANI,0,KASUS,2019
29,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130005,SUKARAJA,32.01.04,SUKARAJA,32.01.04.2007,SUKARAJA,0,KASUS,2019
30,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130006,CIKEAS,32.01.04,SUKARAJA,32.01.04.2008,CIKEAS,1,KASUS,2019
31,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130011,PASIR JAMBU,32.01.04,SUKARAJA,32.01.04.2009,PASIR JAMBU,0,KASUS,2019
32,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130010,CIMANDALA,32.01.04,SUKARAJA,32.01.04.2010,CIMANDALA,0,KASUS,2019
33,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130009,CIJUJUNG,32.01.04,SUKARAJA,32.01.04.2011,CIJUJUNG,0,KASUS,2019
34,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130007,CADASNGAMPAR,32.01.04,SUKARAJA,32.01.04.2012,CADASNGAMPAR,0,KASUS,2019
35,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201130,SUKARAJA,3201130008,PASIRLAJA,32.01.04,SUKARAJA,32.01.04.2013,PASIRLAJA,0,KASUS,2019
36,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140001,CIJAYANTI,32.01.05,BABAKAN MADANG,32.01.05.2001,CIJAYANTI,0,KASUS,2019
37,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140004,SUMURBATU,32.01.05,BABAKAN MADANG,32.01.05.2002,SUMURBATU,0,KASUS,2019
38,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140009,SENTUL,32.01.05,BABAKAN MADANG,32.01.05.2003,SENTUL,0,KASUS,2019
39,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140003,KARANGTENGAH,32.01.05,BABAKAN MADANG,32.01.05.2004,KARANGTENGAH,0,KASUS,2019
40,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140007,CIPAMBUAN,32.01.05,BABAKAN MADANG,32.01.05.2005,CIPAMBUAN,0,KASUS,2019
41,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140008,KADUMANGGU,32.01.05,BABAKAN MADANG,32.01.05.2006,KADUMANGGU,0,KASUS,2019
42,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140006,CITARINGGUL,32.01.05,BABAKAN MADANG,32.01.05.2007,CITARINGGUL,0,KASUS,2019
43,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140005,BABAKAN MADANG,32.01.05,BABAKAN MADANG,32.01.05.2008,BABAKAN MADANG,0,KASUS,2019
44,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201140,BABAKAN MADANG,3201140002,BOJONG KONENG,32.01.05,BABAKAN MADANG,32.01.05.2009,BOJONG KONENG,0,KASUS,2019
45,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170011,SUKAMAJU,32.01.06,JONGGOL,32.01.06.2001,SUKAMAJU,0,KASUS,2019
46,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170009,SIRNAGALIH,32.01.06,JONGGOL,32.01.06.2002,SIRNAGALIH,0,KASUS,2019
47,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170005,SINGAJAYA,32.01.06,JONGGOL,32.01.06.2003,SINGAJAYA,0,KASUS,2019
48,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170006,SUKASIRNA,32.01.06,JONGGOL,32.01.06.2004,SUKASIRNA,0,KASUS,2019
49,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170002,SUKANEGARA,32.01.06,JONGGOL,32.01.06.2005,SUKANEGARA,0,KASUS,2019
50,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170012,SUKAMANAH,32.01.06,JONGGOL,32.01.06.2006,SUKAMANAH,0,KASUS,2019
51,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170013,WENINGGALIH,32.01.06,JONGGOL,32.01.06.2007,WENINGGALIH,0,KASUS,2019
52,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170003,CIBODAS,32.01.06,JONGGOL,32.01.06.2008,CIBODAS,0,KASUS,2019
53,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170010,JONGGOL,32.01.06,JONGGOL,32.01.06.2009,JONGGOL,1,KASUS,2019
54,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170008,BENDUNGAN,32.01.06,JONGGOL,32.01.06.2010,BENDUNGAN,0,KASUS,2019
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170004,SINGASARI,32.01.06,JONGGOL,32.01.06.2011,SINGASARI,0,KASUS,2019
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170007,BALEKAMBANG,32.01.06,JONGGOL,32.01.06.2012,BALEKAMBANG,0,KASUS,2019
57,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170001,SUKAJAYA,32.01.06,JONGGOL,32.01.06.2013,SUKAJAYA,0,KASUS,2019
58,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201170,JONGGOL,3201170014,SUKAGALIH,32.01.06,JONGGOL,32.01.06.2014,SUKAGALIH,1,KASUS,2019
59,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180020,PASIRANGIN,32.01.07,CILEUNGSI,32.01.07.2001,PASIRANGIN,0,KASUS,2019
60,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180016,MEKARSARI,32.01.07,CILEUNGSI,32.01.07.2002,MEKARSARI,0,KASUS,2019
61,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180011,MAMPIR,32.01.07,CILEUNGSI,32.01.07.2003,MAMPIR,0,KASUS,2019
62,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180010,DAYEUH,32.01.07,CILEUNGSI,32.01.07.2004,DAYEUH,0,KASUS,2019
63,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180015,GANDOANG,32.01.07,CILEUNGSI,32.01.07.2005,GANDOANG,0,KASUS,2019
64,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180014,JATISARI,32.01.07,CILEUNGSI,32.01.07.2006,JATISARI,0,KASUS,2019
65,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180017,CILEUNGSI KIDUL,32.01.07,CILEUNGSI,32.01.07.2007,CILEUNGSI KIDUL,0,KASUS,2019
66,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180013,CIPEUCANG,32.01.07,CILEUNGSI,32.01.07.2008,CIPEUCANG,0,KASUS,2019
67,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180012,SITUSARI,32.01.07,CILEUNGSI,32.01.07.2009,SITUSARI,0,KASUS,2019
68,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180021,CIPENJO,32.01.07,CILEUNGSI,32.01.07.2010,CIPENJO,1,KASUS,2019
69,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180019,LIMUSNUNGGAL,32.01.07,CILEUNGSI,32.01.07.2011,LIMUSNUNGGAL,0,KASUS,2019
70,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201180,CILEUNGSI,3201180018,CILEUNGSI,32.01.07,CILEUNGSI,32.01.07.2012,CILEUNGSI,0,KASUS,2019
71,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160011,KARYAMEKAR,32.01.08,CARIU,32.01.08.2001,KARYAMEKAR,0,KASUS,2019
72,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160020,BABAKANRADEN,32.01.08,CARIU,32.01.08.2002,BABAKANRADEN,3,KASUS,2019
73,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160013,CIKUTAMAHI,32.01.08,CARIU,32.01.08.2003,CIKUTAMAHI,0,KASUS,2019
74,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160018,KUTAMEKAR,32.01.08,CARIU,32.01.08.2004,KUTAMEKAR,0,KASUS,2019
75,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160017,CARIU,32.01.08,CARIU,32.01.08.2005,CARIU,0,KASUS,2019
76,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160015,MEKARWANGI,32.01.08,CARIU,32.01.08.2006,MEKARWANGI,0,KASUS,2019
77,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160012,BANTARKUNING,32.01.08,CARIU,32.01.08.2007,BANTARKUNING,0,KASUS,2019
78,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160019,SUKAJADI,32.01.08,CARIU,32.01.08.2008,SUKAJADI,0,KASUS,2019
79,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160016,TEGALPANJANG,32.01.08,CARIU,32.01.08.2009,TEGALPANJANG,0,KASUS,2019
80,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201160,CARIU,3201160014,CIBATUTIGA,32.01.08,CARIU,32.01.08.2010,CIBATUTIGA,0,KASUS,2019
81,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150003,WARGAJAYA,32.01.09,SUKAMAKMUR,32.01.09.2001,WARGAJAYA,0,KASUS,2019
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150008,PABUARAN,32.01.09,SUKAMAKMUR,32.01.09.2002,PABUARAN,0,KASUS,2019
83,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150009,SUKADAMAI,32.01.09,SUKAMAKMUR,32.01.09.2003,SUKADAMAI,0,KASUS,2019
84,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150001,SUKAWANGI,32.01.09,SUKAMAKMUR,32.01.09.2004,SUKAWANGI,0,KASUS,2019
85,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150007,CIBADAK,32.01.09,SUKAMAKMUR,32.01.09.2005,CIBADAK,0,KASUS,2019
86,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150010,SUKARESMI,32.01.09,SUKAMAKMUR,32.01.09.2006,SUKARESMI,0,KASUS,2019
87,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150005,SUKAMULYA,32.01.09,SUKAMAKMUR,32.01.09.2007,SUKAMULYA,0,KASUS,2019
88,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150002,SUKAHARJA,32.01.09,SUKAMAKMUR,32.01.09.2008,SUKAHARJA,0,KASUS,2019
89,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150004,SIRNAJAYA,32.01.09,SUKAMAKMUR,32.01.09.2009,SIRNAJAYA,0,KASUS,2019
90,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201150,SUKAMAKMUR,3201150006,SUKAMAKMUR,32.01.09,SUKAMAKMUR,32.01.09.2010,SUKAMAKMUR,0,KASUS,2019
91,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240012,PARUNG,32.01.10,PARUNG,32.01.10.2001,PARUNG,0,KASUS,2019
92,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240009,IWUL,32.01.10,PARUNG,32.01.10.2002,IWUL,0,KASUS,2019
93,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240015,BOJONGSEMPU,32.01.10,PARUNG,32.01.10.2003,BOJONGSEMPU,0,KASUS,2019
94,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240013,WARU,32.01.10,PARUNG,32.01.10.2004,WARU,0,KASUS,2019
95,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240017,COGREG,32.01.10,PARUNG,32.01.10.2005,COGREG,1,KASUS,2019
96,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240011,PAMEGARSARI,32.01.10,PARUNG,32.01.10.2006,PAMEGARSARI,0,KASUS,2019
97,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240014,WARUJAYA,32.01.10,PARUNG,32.01.10.2007,WARUJAYA,0,KASUS,2019
98,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240016,BOJONGINDAH,32.01.10,PARUNG,32.01.10.2008,BOJONGINDAH,0,KASUS,2019
99,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201240,PARUNG,3201240010,JABONMEKAR,32.01.10,PARUNG,32.01.10.2009,JABONMEKAR,0,KASUS,2019
100,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250004,CIDOKOM,32.01.11,GUNUNG SINDUR,32.01.11.2001,CIDOKOM,0,KASUS,2019
101,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250005,PADURENAN,32.01.11,GUNUNG SINDUR,32.01.11.2002,PADURENAN,0,KASUS,2019
102,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250008,PENGASINAN,32.01.11,GUNUNG SINDUR,32.01.11.2003,PENGASINAN,0,KASUS,2019
103,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250006,CURUG,32.01.11,GUNUNG SINDUR,32.01.11.2004,CURUG,0,KASUS,2019
104,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250009,GUNUNGSINDUR,32.01.11,GUNUNG SINDUR,32.01.11.2005,GUNUNGSINDUR,0,KASUS,2019
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250001,JAMPANG,32.01.11,GUNUNG SINDUR,32.01.11.2006,JAMPANG,2,KASUS,2019
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250002,CIBADUNG,32.01.11,GUNUNG SINDUR,32.01.11.2007,CIBADUNG,0,KASUS,2019
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250003,CIBINONG,32.01.11,GUNUNG SINDUR,32.01.11.2008,CIBINONG,0,KASUS,2019
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250007,RAWAKALONG,32.01.11,GUNUNG SINDUR,32.01.11.2009,RAWAKALONG,0,KASUS,2019
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250010,PABUARAN,32.01.11,GUNUNG SINDUR,32.01.11.2010,PABUARAN,0,KASUS,2019
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230009,BOJONG,32.01.12,KEMANG,32.01.12.2001,BOJONG,0,KASUS,2019
111,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230008,PARAKANJAYA,32.01.12,KEMANG,32.01.12.2002,PARAKANJAYA,0,KASUS,2019
112,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230010,KEMANG,32.01.12,KEMANG,32.01.12.2003,KEMANG,0,KASUS,2019
113,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230011,PABUARAN,32.01.12,KEMANG,32.01.12.2004,PABUARAN,0,KASUS,2019
114,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230006,SEMPLAK BARAT,32.01.12,KEMANG,32.01.12.2005,SEMPLAK BARAT,0,KASUS,2019
115,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230015,JAMPANG,32.01.12,KEMANG,32.01.12.2007,JAMPANG,0,KASUS,2019
116,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230014,PONDOK UDIK,32.01.12,KEMANG,32.01.12.2008,PONDOK UDIK,0,KASUS,2019
117,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201230,KEMANG,3201230013,TEGAL,32.01.12,KEMANG,32.01.12.2009,TEGAL,0,KASUS,2019
118,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220012,BOJONGBARU,32.01.13,BOJONG GEDE,32.01.13.2001,BOJONGBARU,0,KASUS,2019
119,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220002,CIMANGGIS,32.01.13,BOJONG GEDE,32.01.13.2002,CIMANGGIS,0,KASUS,2019
120,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220011,SUSUKAN,32.01.13,BOJONG GEDE,32.01.13.2003,SUSUKAN,19,KASUS,2019
121,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220015,RAGAJAYA,32.01.13,BOJONG GEDE,32.01.13.2004,RAGAJAYA,2,KASUS,2019
122,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220004,KEDUNGWARINGIN,32.01.13,BOJONG GEDE,32.01.13.2005,KEDUNGWARINGIN,0,KASUS,2019
123,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220003,WARINGINJAYA,32.01.13,BOJONG GEDE,32.01.13.2006,WARINGINJAYA,0,KASUS,2019
124,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220013,RAWAPANJANG,32.01.13,BOJONG GEDE,32.01.13.2008,RAWAPANJANG,2,KASUS,2019
125,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220005,BOJONGGEDE,32.01.13,BOJONG GEDE,32.01.13.2009,BOJONGGEDE,2,KASUS,2019
126,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020018,LEUWILIANG,32.01.14,LEUWILIANG,32.01.14.2001,LEUWILIANG,0,KASUS,2019
127,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020001,PURASARI,32.01.14,LEUWILIANG,32.01.14.2002,PURASARI,0,KASUS,2019
128,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020003,KARYASARI,32.01.14,LEUWILIANG,32.01.14.2003,KARYASARI,0,KASUS,2019
129,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020004,PABANGBON,32.01.14,LEUWILIANG,32.01.14.2004,PABANGBON,0,KASUS,2019
130,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020005,KARACAK,32.01.14,LEUWILIANG,32.01.14.2005,KARACAK,0,KASUS,2019
131,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020006,BARENGKOK,32.01.14,LEUWILIANG,32.01.14.2006,BARENGKOK,0,KASUS,2019
132,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020017,LEUWIMEKAR,32.01.14,LEUWILIANG,32.01.14.2007,LEUWIMEKAR,0,KASUS,2019
133,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020002,PURASEDA,32.01.14,LEUWILIANG,32.01.14.2008,PURASEDA,0,KASUS,2019
134,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020016,CIBEBER I,32.01.14,LEUWILIANG,32.01.14.2009,CIBEBER I,0,KASUS,2019
135,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020007,CIBEBER II,32.01.14,LEUWILIANG,32.01.14.2010,CIBEBER II,0,KASUS,2019
136,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201020,LEUWILIANG,3201020019,KAREHKEL,32.01.14,LEUWILIANG,32.01.14.2011,KAREHKEL,0,KASUS,2019
137,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050019,CIAMPEA,32.01.15,CIAMPEA,32.01.15.2001,CIAMPEA,0,KASUS,2019
138,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050008,CINANGKA,32.01.15,CIAMPEA,32.01.15.2002,CINANGKA,0,KASUS,2019
139,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050013,CIHIDEUNGUDIK,32.01.15,CIAMPEA,32.01.15.2003,CIHIDEUNGUDIK,0,KASUS,2019
140,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050012,BOJONGJENGKOL,32.01.15,CIAMPEA,32.01.15.2004,BOJONGJENGKOL,0,KASUS,2019
141,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201050,CIAMPEA,3201050011,TEGALWARU,32.01.15,CIAMPEA,32.01.15.2005,TEGALWARU,1,KASUS,2019
