id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_kejadian_balita_gizi_buruk,satuan,tahun
4788,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082003,BAYUR LOR,32.15.23,CILAMAYA KULON,32.15.23.2004,BAYUR LOR,0,KASUS,2019
4789,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082002,BAYUR KIDUL,32.15.23,CILAMAYA KULON,32.15.23.2005,BAYUR KIDUL,0,KASUS,2019
4790,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082001,KIARA,32.15.23,CILAMAYA KULON,32.15.23.2006,KIARA,0,KASUS,2019
4791,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082011,MANGGUNGJAYA,32.15.23,CILAMAYA KULON,32.15.23.2007,MANGGUNGJAYA,0,KASUS,2019
4792,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082012,SUMURGEDE,32.15.23,CILAMAYA KULON,32.15.23.2008,SUMURGEDE,0,KASUS,2019
4793,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082009,MUKTIJAYA,32.15.23,CILAMAYA KULON,32.15.23.2009,MUKTIJAYA,0,KASUS,2019
4794,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082006,PASIRUKEM,32.15.23,CILAMAYA KULON,32.15.23.2010,PASIRUKEM,0,KASUS,2019
4795,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082008,PASIRJAYA,32.15.23,CILAMAYA KULON,32.15.23.2011,PASIRJAYA,0,KASUS,2019
4796,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215082,CILAMAYA KULON,3215082007,SUKAJAYA,32.15.23,CILAMAYA KULON,32.15.23.2012,SUKAJAYA,0,KASUS,2019
4797,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071007,GEMBONGAN,32.15.24,BANYUSARI,32.15.24.2001,GEMBONGAN,0,KASUS,2019
4798,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071006,GEMPOL,32.15.24,BANYUSARI,32.15.24.2002,GEMPOL,0,KASUS,2019
4799,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071005,GEMPOL KOLOT,32.15.24,BANYUSARI,32.15.24.2003,GEMPOL KOLOT,0,KASUS,2019
4800,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071009,BANYUASIH,32.15.24,BANYUSARI,32.15.24.2004,BANYUASIH,0,KASUS,2019
4801,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071012,KERTARAHARJA,32.15.24,BANYUSARI,32.15.24.2005,KERTARAHARJA,1,KASUS,2019
4802,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071011,TANJUNG,32.15.24,BANYUSARI,32.15.24.2006,TANJUNG,0,KASUS,2019
4803,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071004,JAYAMUKTI,32.15.24,BANYUSARI,32.15.24.2007,JAYAMUKTI,1,KASUS,2019
4804,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071003,CICINDE UTARA,32.15.24,BANYUSARI,32.15.24.2008,CICINDE UTARA,0,KASUS,2019
4805,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071002,CICINDE SELATAN,32.15.24,BANYUSARI,32.15.24.2009,CICINDE SELATAN,1,KASUS,2019
4806,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071008,MEKARASIH,32.15.24,BANYUSARI,32.15.24.2010,MEKARASIH,0,KASUS,2019
4807,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071010,TALUNJAYA,32.15.24,BANYUSARI,32.15.24.2011,TALUNJAYA,0,KASUS,2019
4808,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215071,BANYUSARI,3215071001,PAMEKARAN,32.15.24,BANYUSARI,32.15.24.2012,PAMEKARAN,3,KASUS,2019
4809,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072007,WANCIMEKAR,32.15.25,KOTA BARU,32.15.25.2001,WANCIMEKAR,0,KASUS,2019
4810,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072004,PANGULAH SELATAN,32.15.25,KOTA BARU,32.15.25.2002,PANGULAH SELATAN,0,KASUS,2019
4811,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072005,PANGULAH UTARA,32.15.25,KOTA BARU,32.15.25.2003,PANGULAH UTARA,0,KASUS,2019
4812,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072006,PANGULAH BARU,32.15.25,KOTA BARU,32.15.25.2004,PANGULAH BARU,0,KASUS,2019
4813,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072008,PUCUNG,32.15.25,KOTA BARU,32.15.25.2005,PUCUNG,0,KASUS,2019
4814,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072003,JOMIN TIMUR,32.15.25,KOTA BARU,32.15.25.2006,JOMIN TIMUR,0,KASUS,2019
4815,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072002,JOMIN BARAT,32.15.25,KOTA BARU,32.15.25.2007,JOMIN BARAT,0,KASUS,2019
4816,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072001,SARIMULYA,32.15.25,KOTA BARU,32.15.25.2008,SARIMULYA,0,KASUS,2019
4817,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215072,KOTA BARU,3215072009,CILKAMPEK UTARA,32.15.25,KOTA BARU,32.15.25.2009,CILKAMPEK UTARA,0,KASUS,2019
4818,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215112,KARAWANG TIMUR,3215112004,MARGASARI,32.15.26,KARAWANG TIMUR,32.15.26.2005,MARGASARI,0,KASUS,2019
4819,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215112,KARAWANG TIMUR,3215112002,WARUNGBAMBU,32.15.26,KARAWANG TIMUR,32.15.26.2006,WARUNGBAMBU,0,KASUS,2019
4820,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215112,KARAWANG TIMUR,3215112003,KONDANGJAYA,32.15.26,KARAWANG TIMUR,32.15.26.2007,KONDANGJAYA,0,KASUS,2019
4821,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215112,KARAWANG TIMUR,3215112008,TEGAL SAWAH,32.15.26,KARAWANG TIMUR,32.15.26.2008,TEGAL SAWAH,0,KASUS,2019
4822,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032005,MARGAKAYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2001,MARGAKAYA,0,KASUS,2019
4823,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032004,MARGAMULYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2002,MARGAMULYA,0,KASUS,2019
4824,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032006,KALANGLIGAR,32.15.27,TELUKJAMBE BARAT,32.15.27.2003,KALANGLIGAR,0,KASUS,2019
4825,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032009,MEKARMULYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2004,MEKARMULYA,0,KASUS,2019
4826,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032010,PARUNGSARI,32.15.27,TELUKJAMBE BARAT,32.15.27.2005,PARUNGSARI,1,KASUS,2019
4827,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032007,KARANGMULYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2006,KARANGMULYA,1,KASUS,2019
4828,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032003,WANASARI,32.15.27,TELUKJAMBE BARAT,32.15.27.2007,WANASARI,0,KASUS,2019
4829,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032002,WANAKERTA,32.15.27,TELUKJAMBE BARAT,32.15.27.2008,WANAKERTA,0,KASUS,2019
4830,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032001,WANAJAYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2009,WANAJAYA,0,KASUS,2019
4831,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215032,TELUKJAMBE BARAT,3215032008,MULYAJAYA,32.15.27,TELUKJAMBE BARAT,32.15.27.2010,MULYAJAYA,0,KASUS,2019
4832,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011002,CIGUNUNGSARI,32.15.28,TEGALWARU,32.15.28.2001,CIGUNUNGSARI,0,KASUS,2019
4833,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011004,WARGASETRA,32.15.28,TEGALWARU,32.15.28.2002,WARGASETRA,0,KASUS,2019
4834,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011003,MEKARBUANA,32.15.28,TEGALWARU,32.15.28.2003,MEKARBUANA,0,KASUS,2019
4835,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011005,CINTALAKSANA,32.15.28,TEGALWARU,32.15.28.2004,CINTALAKSANA,1,KASUS,2019
4836,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011006,CINTAWARGI,32.15.28,TEGALWARU,32.15.28.2005,CINTAWARGI,0,KASUS,2019
4837,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011007,CINTALANGGENG,32.15.28,TEGALWARU,32.15.28.2006,CINTALANGGENG,0,KASUS,2019
4838,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011009,KUTALANGGENG,32.15.28,TEGALWARU,32.15.28.2007,KUTALANGGENG,0,KASUS,2019
4839,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011008,KUTAMANEUH,32.15.28,TEGALWARU,32.15.28.2008,KUTAMANEUH,0,KASUS,2019
4840,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215011,TEGALWARU,3215011001,CIPURWASARI,32.15.28,TEGALWARU,32.15.28.2009,CIPURWASARI,0,KASUS,2019
4841,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051007,DARAWOLONG,32.15.29,PURWASARI,32.15.29.2001,DARAWOLONG,0,KASUS,2019
4842,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051005,TEGALSARI,32.15.29,PURWASARI,32.15.29.2002,TEGALSARI,0,KASUS,2019
4843,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051003,PURWASARI,32.15.29,PURWASARI,32.15.29.2003,PURWASARI,0,KASUS,2019
4844,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051001,MEKARJAYA,32.15.29,PURWASARI,32.15.29.2004,MEKARJAYA,0,KASUS,2019
4845,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051002,TAMELANG,32.15.29,PURWASARI,32.15.29.2005,TAMELANG,3,KASUS,2019
4846,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051008,CENGKONG,32.15.29,PURWASARI,32.15.29.2006,CENGKONG,0,KASUS,2019
4847,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051004,SUKASARI,32.15.29,PURWASARI,32.15.29.2007,SUKASARI,0,KASUS,2019
4848,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215051,PURWASARI,3215051006,KARANGSARI,32.15.29,PURWASARI,32.15.29.2008,KARANGSARI,0,KASUS,2019
4849,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161005,KERTAMUKTI,32.15.30,CILEBAR,32.15.30.2001,KERTAMUKTI,0,KASUS,2019
4850,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161007,RAWASARI,32.15.30,CILEBAR,32.15.30.2002,RAWASARI,0,KASUS,2019
4851,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161009,PUSAKAJAYA SELATAN,32.15.30,CILEBAR,32.15.30.2003,PUSAKAJAYA SELATAN,0,KASUS,2019
4852,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161006,CIKANDE,32.15.30,CILEBAR,32.15.30.2004,CIKANDE,0,KASUS,2019
4853,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161008,KOSAMBIBATU,32.15.30,CILEBAR,32.15.30.2005,KOSAMBIBATU,0,KASUS,2019
4854,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161010,PUSAKAJAYA UTARA,32.15.30,CILEBAR,32.15.30.2006,PUSAKAJAYA UTARA,0,KASUS,2019
4855,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161001,SUKARATU,32.15.30,CILEBAR,32.15.30.2007,SUKARATU,2,KASUS,2019
4856,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161002,CIPTAMARGI,32.15.30,CILEBAR,32.15.30.2008,CIPTAMARGI,0,KASUS,2019
4857,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161004,MEKARPOHACI,32.15.30,CILEBAR,32.15.30.2009,MEKARPOHACI,2,KASUS,2019
4858,32,JAWA BARAT,3215,KABUPATEN KARAWANG,3215161,CILEBAR,3215161003,TANJUNGSARI,32.15.30,CILEBAR,32.15.30.2010,TANJUNGSARI,0,KASUS,2019
4859,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100005,SAGARA MAKMUR,32.16.01,TARUMAJAYA,32.16.01.2001,SAGARA MAKMUR,0,KASUS,2019
4860,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100007,SEGARAJAYA,32.16.01,TARUMAJAYA,32.16.01.2002,SEGARAJAYA,0,KASUS,2019
4861,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100001,PUSAKA RAKYAT,32.16.01,TARUMAJAYA,32.16.01.2003,PUSAKA RAKYAT,0,KASUS,2019
4862,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100003,PAHLAWAN SETIA,32.16.01,TARUMAJAYA,32.16.01.2004,PAHLAWAN SETIA,1,KASUS,2019
4863,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100004,SETIA MULYA,32.16.01,TARUMAJAYA,32.16.01.2005,SETIA MULYA,0,KASUS,2019
4864,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100008,SAMUDRA JAYA,32.16.01,TARUMAJAYA,32.16.01.2006,SAMUDRA JAYA,0,KASUS,2019
4865,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100002,SETIA ASIH,32.16.01,TARUMAJAYA,32.16.01.2007,SETIA ASIH,0,KASUS,2019
4866,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216100,TARUMAJAYA,3216100006,PANTAI MAKMUR,32.16.01,TARUMAJAYA,32.16.01.2008,PANTAI MAKMUR,0,KASUS,2019
4867,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090006,BUNIBAKTI,32.16.02,BABELAN,32.16.02.2001,BUNIBAKTI,2,KASUS,2019
4868,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090007,MUARABAKTI,32.16.02,BABELAN,32.16.02.2002,MUARABAKTI,0,KASUS,2019
4869,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090004,KEDUNG PENGAWAS,32.16.02,BABELAN,32.16.02.2003,KEDUNG PENGAWAS,0,KASUS,2019
4870,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090009,HURIP JAYA,32.16.02,BABELAN,32.16.02.2004,HURIP JAYA,2,KASUS,2019
4871,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090008,PANTAIHURIP,32.16.02,BABELAN,32.16.02.2005,PANTAIHURIP,0,KASUS,2019
4872,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090003,BABELANKOTA,32.16.02,BABELAN,32.16.02.2008,BABELANKOTA,0,KASUS,2019
4873,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216090,BABELAN,3216090005,KEDUNGJAYA,32.16.02,BABELAN,32.16.02.2009,KEDUNGJAYA,0,KASUS,2019
4874,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111006,SUKARINGIN,32.16.03,SUKAWANGI,32.16.03.2001,SUKARINGIN,0,KASUS,2019
4875,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111003,SUKABUDI,32.16.03,SUKAWANGI,32.16.03.2002,SUKABUDI,0,KASUS,2019
4876,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111002,SUKADAYA,32.16.03,SUKAWANGI,32.16.03.2003,SUKADAYA,0,KASUS,2019
4877,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111004,SUKAWANGI,32.16.03,SUKAWANGI,32.16.03.2004,SUKAWANGI,0,KASUS,2019
4878,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111005,SUKAKERTA,32.16.03,SUKAWANGI,32.16.03.2005,SUKAKERTA,0,KASUS,2019
4879,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111007,SUKATENANG,32.16.03,SUKAWANGI,32.16.03.2006,SUKATENANG,0,KASUS,2019
4880,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216111,SUKAWANGI,3216111001,SUKAMEKAR,32.16.03,SUKAWANGI,32.16.03.2007,SUKAMEKAR,0,KASUS,2019
4881,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110008,SUKAWIJAYA,32.16.04,TAMBELANG,32.16.04.2001,SUKAWIJAYA,2,KASUS,2019
4882,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110003,SUKAMAJU,32.16.04,TAMBELANG,32.16.04.2002,SUKAMAJU,0,KASUS,2019
4883,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110004,SUKARAJA,32.16.04,TAMBELANG,32.16.04.2003,SUKARAJA,0,KASUS,2019
4884,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110005,SUKARAPIH,32.16.04,TAMBELANG,32.16.04.2004,SUKARAPIH,0,KASUS,2019
4885,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110006,SUKARAHAYU,32.16.04,TAMBELANG,32.16.04.2005,SUKARAHAYU,0,KASUS,2019
4886,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110009,SUKAMANTRI,32.16.04,TAMBELANG,32.16.04.2006,SUKAMANTRI,0,KASUS,2019
4887,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216110,TAMBELANG,3216110007,SUKABAKTI,32.16.04,TAMBELANG,32.16.04.2007,SUKABAKTI,0,KASUS,2019
4888,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082002,SATRIAJAYA,32.16.05,TAMBUN UTARA,32.16.05.2001,SATRIAJAYA,0,KASUS,2019
4889,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082003,JEJALENJAYA,32.16.05,TAMBUN UTARA,32.16.05.2002,JEJALENJAYA,1,KASUS,2019
4890,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082004,SATRIAMEKAR,32.16.05,TAMBUN UTARA,32.16.05.2003,SATRIAMEKAR,0,KASUS,2019
4891,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082005,SRIAMUR,32.16.05,TAMBUN UTARA,32.16.05.2004,SRIAMUR,0,KASUS,2019
4892,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082006,SRIMUKTI,32.16.05,TAMBUN UTARA,32.16.05.2005,SRIMUKTI,0,KASUS,2019
4893,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082007,SRIJAYA,32.16.05,TAMBUN UTARA,32.16.05.2006,SRIJAYA,0,KASUS,2019
4894,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082008,SRIMAHI,32.16.05,TAMBUN UTARA,32.16.05.2007,SRIMAHI,0,KASUS,2019
4895,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216082,TAMBUN UTARA,3216082001,KARANGSATRIA,32.16.05,TAMBUN UTARA,32.16.05.2008,KARANGSATRIA,0,KASUS,2019
4896,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081002,LAMBANGSARI,32.16.06,TAMBUN SELATAN,32.16.06.2002,LAMBANGSARI,0,KASUS,2019
4897,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081003,LAMBANGJAYA,32.16.06,TAMBUN SELATAN,32.16.06.2003,LAMBANGJAYA,0,KASUS,2019
4898,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081004,TAMBUN,32.16.06,TAMBUN SELATAN,32.16.06.2004,TAMBUN,8,KASUS,2019
4899,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081005,SETIADARMA,32.16.06,TAMBUN SELATAN,32.16.06.2005,SETIADARMA,8,KASUS,2019
4900,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081006,SETIAMEKAR,32.16.06,TAMBUN SELATAN,32.16.06.2006,SETIAMEKAR,1,KASUS,2019
4901,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081007,MEKARSARI,32.16.06,TAMBUN SELATAN,32.16.06.2007,MEKARSARI,0,KASUS,2019
4902,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081008,TRIDAYA SAKTI,32.16.06,TAMBUN SELATAN,32.16.06.2008,TRIDAYA SAKTI,0,KASUS,2019
4903,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081009,MANGUNJAYA,32.16.06,TAMBUN SELATAN,32.16.06.2009,MANGUNJAYA,1,KASUS,2019
4904,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216081,TAMBUN SELATAN,3216081010,SUMBERJAYA,32.16.06,TAMBUN SELATAN,32.16.06.2010,SUMBERJAYA,0,KASUS,2019
4905,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070014,WANAJAYA,32.16.07,CIBITUNG,32.16.07.2002,WANAJAYA,0,KASUS,2019
4906,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070016,KERTAMUKTI,32.16.07,CIBITUNG,32.16.07.2003,KERTAMUKTI,0,KASUS,2019
4907,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070017,MUKTIWARI,32.16.07,CIBITUNG,32.16.07.2004,MUKTIWARI,0,KASUS,2019
4908,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070018,SARIMUKTI,32.16.07,CIBITUNG,32.16.07.2005,SARIMUKTI,0,KASUS,2019
4909,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070015,SUKAJAYA,32.16.07,CIBITUNG,32.16.07.2006,SUKAJAYA,0,KASUS,2019
4910,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216070,CIBITUNG,3216070006,CIBUNTU,32.16.07,CIBITUNG,32.16.07.2007,CIBUNTU,1,KASUS,2019
4911,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071010,TELAGAMURNI,32.16.08,CIKARANG BARAT,32.16.08.2001,TELAGAMURNI,0,KASUS,2019
4912,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071004,MEKARWANGI,32.16.08,CIKARANG BARAT,32.16.08.2002,MEKARWANGI,0,KASUS,2019
4913,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071003,JATIWANGI,32.16.08,CIKARANG BARAT,32.16.08.2003,JATIWANGI,0,KASUS,2019
4914,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071006,DANAU INDAH,32.16.08,CIKARANG BARAT,32.16.08.2004,DANAU INDAH,0,KASUS,2019
4915,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071005,GANDAMEKAR,32.16.08,CIKARANG BARAT,32.16.08.2005,GANDAMEKAR,0,KASUS,2019
4916,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071007,GANDASARI,32.16.08,CIKARANG BARAT,32.16.08.2006,GANDASARI,0,KASUS,2019
4917,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071008,SUKADANAU,32.16.08,CIKARANG BARAT,32.16.08.2007,SUKADANAU,0,KASUS,2019
4918,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071011,KALIJAYA,32.16.08,CIKARANG BARAT,32.16.08.2009,KALIJAYA,0,KASUS,2019
4919,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071001,TELAJUNG,32.16.08,CIKARANG BARAT,32.16.08.2010,TELAJUNG,0,KASUS,2019
4920,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216071,CIKARANG BARAT,3216071002,CIKEDOKAN,32.16.08,CIKARANG BARAT,32.16.08.2011,CIKEDOKAN,0,KASUS,2019
4921,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216061,CIKARANG UTARA,3216061007,CIKARANGKOTA,32.16.09,CIKARANG UTARA,32.16.09.2001,CIKARANGKOTA,0,KASUS,2019
4922,32,JAWA BARAT,3216,KABUPATEN BEKASI,3216061,CIKARANG UTARA,3216061008,KARANGBARU,32.16.09,CIKARANG UTARA,32.16.09.2002,KARANGBARU,0,KASUS,2019
